,rooms,area,floor,floors_total,metro,metro_minutes,metro_transport,district,seller_type,price_rub
14095,3.0,62.5,10,12,Строгино,14.0,walk,Строгино,specialist,5350000.0
14096,4.0,171.89,2,6,Павелецкая,14.0,walk,Замоскворечье,agency,320910221.0
14097,2.0,65.0,23,25,Братиславская,18.0,walk,Люблино,specialist,23000000.0
14098,1.0,49.3,16,29,Ломоносовский проспект,10.0,walk,Раменки,specialist,36000000.0
14099,2.0,50.8,6,14,Тропарёво,13.0,walk,Тропарево-Никулино,specialist,42890000.0
14100,6.0,492.0,6,12,Минская,14.0,walk,Раменки,specialist,390000000.0
14101,3.0,73.9,4,33,Войковская,5.0,transport,Войковский,agency,31270225.0
14102,0.0,30.1,9,43,ЗИЛ,17.0,walk,Даниловский,agency,22086898.0
14103,1.0,33.56,4,7,Крёкшино,11.0,transport,Первомайское,agency,5800000.0
14104,0.0,31.0,48,59,Трикотажная,9.0,walk,Покровское-Стрешнево,agency,19258031.0
14105,4.0,100.3,10,14,Давыдково,12.0,walk,Можайский,agency,72293717.0
14106,1.0,38.6,10,20,Озёрная,10.0,walk,Очаково-Матвеевское,specialist,18500000.0
14107,2.0,89.7,9,15,Раменки,14.0,walk,Раменки,agency,37620180.0
14108,2.0,82.7,21,24,Ботанический сад,10.0,walk,Ростокино,agency,59628220.0
14109,5.0,195.07,64,67,Деловой центр,14.0,walk,Пресненский,agency,234461425.0
14110,2.0,54.0,1,3,Потапово,4.0,walk,Сосенское,specialist,20800000.0
14111,3.0,73.8,22,24,Фили,11.0,walk,Филевский парк,agency,31438800.0
14112,1.0,38.0,16,30,Волгоградский проспект,12.0,walk,Южнопортовый,specialist,27500000.0
14113,3.0,66.0,12,12,Ольховая,23.0,transport,Троицк,specialist,12850000.0
14114,2.0,45.3,6,9,Каширская,16.0,walk,Москворечье-Сабурово,agency,18900000.0
14115,4.0,165.5,13,17,Воробьёвы горы,11.0,walk,Хамовники,agency,382987000.0
14116,2.0,81.4,3,4,Цветной бульвар,9.0,walk,Мещанский,managementCompany,65120000.0
14117,3.0,66.7,2,17,Ватутинки,13.0,walk,Десёновское,agency,10845420.0
14118,3.0,118.98,12,46,Хорошёво,8.0,walk,Хорошево-Мневники,agency,96647454.0
14119,2.0,33.9,2,14,Бунинская аллея,16.0,transport,Рязановское,specialist,8750000.0
14120,2.0,63.4,8,10,Парк Победы,12.0,walk,Дорогомилово,specialist,79000000.0
14121,3.0,70.8,5,5,Крымская,3.0,walk,Донской,specialist,24250000.0
14122,4.0,94.0,8,17,Некрасовка,18.0,walk,Некрасовка,specialist,25700000.0
14123,1.0,48.3,19,19,Спартак,11.0,walk,Покровское-Стрешнево,agency,55829970.0
14124,3.0,50.9,3,9,Зеленоград — Крюково,12.0,walk,8-й,owner,12300000.0
14125,5.0,231.6,15,19,Новокузнецкая,12.0,walk,Замоскворечье,agency,379592400.0
14126,4.0,143.7,14,16,Ломоносовский проспект,19.0,walk,Раменки,agency,88000000.0
14127,2.0,40.6,10,10,Аэропорт Внуково,11.0,transport,Марушкинское,agency,12832442.0
14128,3.0,66.0,3,12,Терехово ,14.0,walk,Хорошево-Мневники,specialist,39600000.0
14129,4.0,164.0,12,23,Крылатское,10.0,walk,Крылатское,specialist,64900000.0
14130,3.0,72.0,5,6,Китай-город,5.0,walk,Басманный,agency,70000000.0
14131,2.0,42.0,13,14,Кунцевская,9.0,transport,Можайский,specialist,17900000.0
14132,0.0,30.1,3,11,Спартак,12.0,walk,Покровское-Стрешнево,agency,22876000.0
14133,4.0,205.0,4,4,Кропоткинская,14.0,walk,Хамовники,specialist,600000000.0
14134,2.0,60.2,3,21,Калужская,13.0,walk,Коньково,specialist,25000000.0
14135,3.0,97.3,6,8,Багратионовская,6.0,walk,Филевский парк,specialist,40000000.0
14136,1.0,61.0,5,43,Крылатское,18.0,walk,Крылатское,agency,35380000.0
14137,1.0,36.0,25,27,Хорошёво,6.0,transport,Хорошево-Мневники,specialist,22500000.0
14138,0.0,26.0,5,6,Кожуховская,5.0,walk,Южнопортовый,specialist,8500000.0
14139,0.0,19.7,3,5,Перово,12.0,walk,Перово,specialist,6100000.0
14140,2.0,56.0,8,25,Багратионовская,17.0,walk,Филевский парк,specialist,26290000.0
14141,1.0,34.76,5,14,Аэропорт Внуково,15.0,transport,Кокошкино,agency,10115751.0
14142,2.0,60.43,3,51,Хорошёвская,17.0,walk,Хорошевский,agency,38373050.0
14143,3.0,69.0,14,19,Бауманская,9.0,walk,Басманный,specialist,57700000.0
14144,2.0,69.5,5,20,Дмитровская,8.0,walk,Тимирязевский,specialist,39000000.0
14145,0.0,28.0,3,25,Ботанический сад,2.0,walk,Ростокино,agency,15000000.0
14146,3.0,84.5,3,17,Измайловская,5.0,transport,Измайлово,agency,28079350.0
14147,3.0,64.0,3,12,Селигерская,15.0,walk,Западное Дегунино,specialist,20490000.0
14148,2.0,43.0,1,9,Генерала Тюленева,8.0,walk,Теплый Стан,specialist,2700000.0
14149,1.0,63.7,8,12,Павелецкая,6.0,walk,Замоскворечье,agency,70679600.0
14150,0.0,18.5,1,4,Сухаревская,13.0,walk,Красносельский,specialist,21000000.0
14151,2.0,50.03,9,20,Преображенская площадь,17.0,walk,Преображенское,agency,19331592.0
14152,1.0,69.0,4,41,ЦСКА,13.0,walk,Хорошевский,specialist,85000000.0
14153,0.0,14.1,14,16,Ольховая,3.0,transport,Сосенское,agency,11372438.0
14154,2.0,80.0,5,21,Раменки,9.0,walk,Раменки,agency,50000000.0
14155,4.0,112.3,13,50,Шелепиха,8.0,walk,Пресненский,agency,42000000.0
14156,1.0,34.08,4,10,Филатов Луг,13.0,transport,Филимонковское,agency,10410758.0
14157,2.0,59.6,7,43,ЗИЛ,7.0,walk,Даниловский,agency,34898184.0
14158,2.0,58.6,5,20,Алексеевская,10.0,walk,Алексеевский,agency,26920840.0
14159,2.0,69.6,5,21,Площадь Ильича,11.0,walk,Лефортово,specialist,34500000.0
14160,1.0,32.4,9,9,Народное Ополчение,4.0,walk,Хорошево-Мневники,owner,15100000.0
14161,3.0,84.2,8,8,Проспект Мира,1.0,walk,Мещанский,specialist,40000000.0
14162,1.0,42.2,39,47,Калужская,12.0,walk,Обручевский,specialist,22500000.0
14163,1.0,34.5,1,3,Апрелевка,22.0,transport,Новофёдоровское,specialist,8490000.0
14164,0.0,31.9,4,27,Калужская,4.0,walk,Обручевский,agency,20935970.0
14165,2.0,43.4,11,16,Семёновская,4.0,walk,Соколиная гора,specialist,17490000.0
14166,1.0,32.7,5,16,Саларьево,5.0,transport,Московский,agency,14858880.0
14167,3.0,93.5,4,23,ЦСКА,7.0,walk,Хорошевский,specialist,49999000.0
14168,1.0,71.42,9,19,Чкаловская,8.0,walk,Таганский,agency,154608730.0
14169,2.0,47.3,3,5,Апрелевка,20.0,transport,Новофёдоровское,specialist,8400000.0
14170,3.0,104.0,6,18,Таганская,15.0,walk,Таганский,specialist,54999999.0
14171,4.0,159.6,43,47,Павелецкая,9.0,walk,Даниловский,agency,133901208.0
14172,2.0,68.0,14,14,Минская,5.0,transport,Раменки,agency,56520000.0
14173,2.0,52.0,18,22,Давыдково,4.0,transport,Можайский,agency,27006200.0
14174,3.0,75.4,21,38,Аминьевская,7.0,walk,Раменки,agency,36500000.0
14175,2.0,56.7,7,9,Новокузнецкая,12.0,walk,Замоскворечье,specialist,47500000.0
14176,3.0,57.4,16,18,Новаторская,4.0,transport,Обручевский,specialist,33500000.0
14177,3.0,90.0,5,20,ЗИЛ,9.0,walk,Даниловский,specialist,60000000.0
14178,3.0,74.7,15,36,Мичуринский проспект,19.0,walk,Очаково-Матвеевское,specialist,40000000.0
14179,4.0,100.0,19,22,Борисово,3.0,walk,Братеево,specialist,32000000.0
14180,2.0,51.4,12,12,Потапово,9.0,transport,Сосенское,specialist,18300000.0
14181,3.0,144.0,7,59,Ростокино,12.0,walk,Ростокино,specialist,59900000.0
14182,0.0,25.6,31,32,Курьяново,6.0,walk,Марьино,owner,13500000.0
14183,1.0,45.0,7,20,Рассказовка,6.0,walk,Внуковское,specialist,16000000.0
14184,1.0,34.0,4,5,Менделеевская,6.0,walk,Тверской,specialist,21000000.0
14185,3.0,109.1,5,21,Аминьевская,11.0,walk,Раменки,agency,101681200.0
14186,2.0,88.4,11,18,Москва-Сити,19.0,walk,Дорогомилово,agency,120887236.0
14187,2.0,60.2,10,16,Корниловская,16.0,walk,Мосрентген,specialist,18450000.0
14188,2.0,69.9,22,33,Павелецкая,5.0,transport,Даниловский,agency,52152390.0
14189,2.0,69.31,9,16,Тульская,14.0,walk,Даниловский,agency,38390809.0
14190,3.0,69.7,5,5,Щербинка,16.0,walk,Щербинка,specialist,9500000.0
14191,2.0,68.4,7,17,Ольховая,7.0,transport,Сосенское,specialist,16900000.0
14192,2.0,62.3,8,9,Крёкшино,12.0,transport,Первомайское,agency,8500000.0
14193,4.0,95.5,17,25,Коптево,13.0,walk,Коптево,agency,30340350.0
14194,1.0,33.52,7,7,Кокошкино,17.0,walk,Кокошкино,agency,11145802.0
14195,0.0,24.85,7,47,Бутырская,4.0,walk,Бутырский,agency,18079455.0
14196,4.0,113.5,18,24,Каспийская,5.0,transport,Бирюлево Восточное,agency,30400000.0
14197,3.0,77.4,13,32,Войковская,5.0,transport,Войковский,agency,38730600.0
14198,3.0,75.1,14,14,Бунинская аллея,10.0,transport,Рязановское,agency,22167117.0
14199,0.0,27.34,3,7,Санино,20.0,walk,Марушкинское,agency,9450946.0
14200,4.0,87.5,11,19,Терехово ,3.0,walk,Хорошево-Мневники,specialist,56000000.0
14201,2.0,47.0,2,9,Белорусская,1.0,walk,Беговой,specialist,40000000.0
14202,2.0,108.9,3,18,Октябрьское поле,6.0,walk,Щукино,agency,56943328.0
14203,2.0,57.1,7,8,Павелецкая,11.0,walk,Замоскворечье,agency,86934750.0
14204,3.0,89.7,4,17,Рассказовка,3.0,transport,Внуковское,agency,24151037.0
14205,2.0,42.5,8,9,Сходненская,4.0,transport,Южное Тушино,agency,10961000.0
14206,4.0,122.0,14,20,Фили,9.0,walk,Филевский парк,specialist,85000000.0
14207,3.0,60.0,3,5,Новогиреево,9.0,walk,Новогиреево,specialist,18500000.0
14208,3.0,157.8,16,17,Киевская,17.0,walk,Дорогомилово,agency,300104040.0
14209,2.0,50.2,5,17,Братиславская,8.0,walk,Марьино,specialist,19500000.0
14210,2.0,95.0,10,20,Краснопресненская,4.0,walk,Пресненский,specialist,114000000.0
14211,1.0,52.1,3,21,Аминьевская,11.0,walk,Раменки,agency,59654500.0
14212,0.0,31.7,9,18,Динамо,6.0,walk,Беговой,owner,21000000.0
14213,2.0,72.4,12,14,Нахимовский проспект,7.0,walk,Нагорный,specialist,32000000.0
14214,3.0,82.0,29,37,Беговая,3.0,walk,Хорошевский,specialist,36999000.0
14215,1.0,35.0,1,3,Апрелевка,23.0,transport,Новофёдоровское,agency,6500000.0
14216,2.0,37.5,2,9,Пролетарская,6.0,walk,Таганский,specialist,25700000.0
14217,2.0,79.0,12,16,Автозаводская,10.0,walk,Даниловский,agency,56600000.0
14218,1.0,47.0,1,6,Потапово,23.0,transport,Троицк,specialist,8000000.0
14219,4.0,121.0,18,29,Шаболовская,13.0,walk,Якиманка,specialist,115000000.0
14220,2.0,41.9,2,5,Народное Ополчение,15.0,walk,Хорошево-Мневники,specialist,25500000.0
14221,2.0,61.1,11,20,Сокольники,12.0,walk,Сокольники,agency,46088742.0
14222,4.0,160.5,14,17,Терехово ,7.0,transport,Хорошево-Мневники,agency,131610000.0
14223,1.0,45.9,16,22,Савёловская,14.0,walk,Марьина роща,specialist,24300000.0
14224,0.0,18.9,6,16,Владыкино,4.0,walk,Отрадное,specialist,6990000.0
14225,0.0,32.7,6,21,Потапово,8.0,transport,Сосенское,agency,18255429.0
14226,0.0,32.1,6,23,Ботанический сад,8.0,walk,Ростокино,agency,19136433.0
14227,2.0,56.0,3,5,Проспект Мира,8.0,walk,Мещанский,agency,30700000.0
14228,2.0,91.5,2,12,Фили,4.0,transport,Филевский парк,agency,55577649.0
14229,2.0,61.0,4,45,Звенигородская,13.0,walk,Хорошево-Мневники,specialist,34500000.0
14230,2.0,90.0,19,25,Рассказовка,9.0,transport,Московский,agency,18500000.0
14231,4.0,66.4,19,19,Потапово,9.0,transport,Сосенское,agency,25516856.0
14232,4.0,110.0,8,27,Филатов Луг,10.0,transport,Московский,specialist,26500000.0
14233,2.0,77.8,6,29,Новые Черёмушки,13.0,walk,Черемушки,agency,25917125.0
14234,2.0,50.0,14,20,Технопарк,11.0,walk,Даниловский,specialist,34500000.0
14235,0.0,32.0,5,25,Филатов Луг,10.0,transport,Московский,specialist,11790000.0
14236,3.0,57.4,5,5,Дмитровская,14.0,walk,Савеловский,specialist,20000000.0
14237,4.0,95.6,3,30,Воронцовская,9.0,walk,Черемушки,agency,28010800.0
14238,4.0,137.0,23,33,Мичуринский проспект,17.0,walk,Раменки,specialist,79440000.0
14239,1.0,46.9,24,28,Хорошёвская,15.0,walk,Хорошевский,agency,33299000.0
14240,2.0,95.4,3,14,Римская,12.0,walk,Лефортово,agency,54320760.0
14241,0.0,26.7,9,21,Калитники,10.0,walk,Нижегородский,agency,10075992.0
14242,3.0,84.0,7,14,Баррикадная,18.0,walk,Пресненский,agency,238730000.0
14243,2.0,43.7,4,5,Коптево,13.0,walk,Коптево,specialist,18000000.0
14244,2.0,46.0,8,9,Ломоносовский проспект,4.0,transport,Раменки,agency,24000000.0
14245,2.0,62.0,19,25,Водный стадион,20.0,walk,Войковский,specialist,23900000.0
14246,2.0,58.8,5,5,ВДНХ,7.0,walk,Алексеевский,specialist,30000000.0
14247,2.0,74.0,12,12,Автозаводская,7.0,transport,Даниловский,agency,51190000.0
14248,4.0,102.9,16,31,Грачёвская,8.0,walk,Ховрино,agency,27000960.0
14249,2.0,53.0,12,26,Арбатская,9.0,walk,Арбат,specialist,57000000.0
14250,1.0,43.4,25,32,Озёрная,12.0,walk,Очаково-Матвеевское,agency,21070700.0
14251,3.0,80.7,6,14,Павелецкая,6.0,walk,Замоскворечье,agency,40050000.0
14252,0.0,28.0,14,24,Саларьево,6.0,walk,Московский,agency,13221600.0
14253,0.0,30.93,24,70,Давыдково,5.0,transport,Можайский,agency,17580612.0
14254,5.0,233.6,8,9,Новокузнецкая,3.0,walk,Замоскворечье,specialist,330000000.0
14255,3.0,103.2,2,20,Юго-Западная,11.0,walk,Тропарево-Никулино,specialist,40000000.0
