,rooms,area,floor,floors_total,metro,metro_minutes,metro_transport,district,seller_type,price_rub
13786,2.0,56.0,2,17,Физтех,12.0,walk,Северный,specialist,20999999.0
13787,2.0,53.4,11,30,Волгоградский проспект,7.0,walk,Южнопортовый,agency,32000000.0
13788,1.0,37.9,6,22,Потапово,7.0,transport,Сосенское,specialist,10800000.0
13789,1.0,72.0,4,19,Шелепиха,16.0,walk,Хорошево-Мневники,specialist,43000000.0
13790,1.0,31.1,8,45,Павелецкая,5.0,transport,Даниловский,agency,21867850.0
13791,5.0,149.0,2,22,Терехово ,5.0,walk,Хорошево-Мневники,owner,79000000.0
13792,3.0,86.0,4,32,Дубровка,4.0,walk,Южнопортовый,specialist,36120000.0
13793,2.0,60.0,4,11,Люблино,18.0,walk,Люблино,agency,19000000.0
13794,3.0,106.1,2,14,Беляево,11.0,walk,Коньково,agency,42500000.0
13795,1.0,30.79,8,41,Марьина Роща,6.0,walk,Марьина роща,agency,20158820.0
13796,3.0,80.0,24,33,Шелепиха,13.0,walk,Хорошево-Мневники,specialist,45990000.0
13797,1.0,32.6,3,9,Домодедовская,3.0,walk,Орехово-Борисово Южное,specialist,15500000.0
13798,0.0,45.0,54,68,Москва-Сити,2.0,walk,Пресненский,agency,37900000.0
13799,4.0,66.1,15,18,Потапово,16.0,walk,Сосенское,agency,24091467.0
13800,3.0,117.6,2,14,Павелецкая,6.0,walk,Замоскворечье,specialist,50568000.0
13801,2.0,90.0,18,20,Окружная,11.0,walk,Отрадное,specialist,34900000.0
13802,2.0,62.9,5,5,Рязанский проспект,4.0,walk,Рязанский,specialist,18000000.0
13803,0.0,12.6,1,14,Царицыно,6.0,transport,Бирюлево Восточное,specialist,4500000.0
13804,2.0,53.4,9,14,Молодёжная,9.0,walk,Кунцево,specialist,30500000.0
13805,3.0,128.0,25,34,Парк Победы,17.0,walk,Дорогомилово,specialist,125000000.0
13806,3.0,151.58,39,40,Минская,15.0,walk,Раменки,agency,352630558.0
13807,4.0,91.7,4,14,Минская,5.0,transport,Раменки,specialist,62000000.0
13808,3.0,137.4,3,9,Баррикадная,13.0,walk,Пресненский,specialist,215000000.0
13809,4.0,90.8,11,42,Звенигородская,13.0,walk,Хорошево-Мневники,agency,57469862.0
13810,2.0,63.4,3,17,Преображенская площадь,4.0,transport,Богородское,specialist,30800000.0
13811,3.0,72.1,16,29,Белокаменная,16.0,walk,Богородское,owner,36000000.0
13812,4.0,94.2,23,24,Октябрьское поле,16.0,walk,Щукино,specialist,54500000.0
13813,2.0,51.8,2,12,Царицыно,9.0,transport,Бирюлево Восточное,owner,8500000.0
13814,3.0,111.5,17,41,Шелепиха,5.0,walk,Пресненский,specialist,41500000.0
13815,1.0,45.6,12,13,Проспект Вернадского,14.0,walk,Проспект Вернадского,specialist,24800000.0
13816,2.0,67.0,2,5,Чистые пруды,6.0,walk,Басманный,specialist,130000000.0
13817,2.0,44.0,5,9,Народное Ополчение,5.0,transport,Хорошево-Мневники,specialist,16400000.0
13818,3.0,77.9,8,29,Автозаводская,20.0,walk,Даниловский,specialist,75000000.0
13819,3.0,120.0,13,14,Лужники,13.0,walk,Хамовники,specialist,225000000.0
13820,4.0,75.9,2,17,Коломенская,6.0,transport,Нагатинский затон,specialist,5000000.0
13821,4.0,200.8,5,6,Трубная,5.0,walk,Тверской,agency,187900000.0
13822,3.0,56.0,3,9,Яхромская,20.0,walk,Дмитровский,owner,5867000.0
13823,0.0,28.0,25,43,Аминьевская,8.0,walk,Раменки,owner,22500000.0
13824,2.0,54.0,10,12,Лухмановская,9.0,walk,Косино-Ухтомский,specialist,16400000.0
13825,2.0,57.1,3,5,Смоленская,6.0,walk,Арбат,specialist,32000000.0
13826,0.0,26.9,2,17,Каширская,18.0,walk,Москворечье-Сабурово,agency,15037100.0
13827,4.0,107.7,19,21,Перово,18.0,walk,Перово,agency,35000000.0
13828,3.0,73.0,2,4,Потапово,27.0,transport,Краснопахорское,specialist,8500000.0
13829,1.0,39.35,4,8,Санино,20.0,walk,Марушкинское,agency,10926078.0
13830,2.0,44.8,5,5,Народное Ополчение,4.0,walk,Хорошево-Мневники,specialist,23700000.0
13831,0.0,26.3,10,21,Физтех,13.0,walk,Северный,agency,11399000.0
13832,0.0,26.6,13,23,Волгоградский проспект,3.0,walk,Южнопортовый,specialist,10300000.0
13833,1.0,37.0,21,22,Спартак,6.0,walk,Покровское-Стрешнево,specialist,23000000.0
13834,3.0,59.7,8,9,Крымская,8.0,walk,Котловка,specialist,24800000.0
13835,2.0,65.0,5,11,Терехово ,11.0,walk,Хорошево-Мневники,owner,54999999.0
13836,4.0,120.0,15,24,Спартак,10.0,walk,Покровское-Стрешнево,specialist,54600000.0
13837,3.0,87.1,2,12,Водный стадион,6.0,walk,Головинский,agency,35702290.0
13838,1.0,38.7,3,14,Новокосино,7.0,walk,Новокосино,specialist,12000000.0
13839,0.0,24.8,2,22,ЗИЛ,7.0,walk,Даниловский,specialist,19200000.0
13840,0.0,34.5,3,16,Тульская,14.0,walk,Даниловский,agency,19937550.0
13841,0.0,23.1,8,21,Потапово,7.0,transport,Сосенское,specialist,9200000.0
13842,3.0,85.2,20,37,Водный стадион,13.0,walk,Войковский,specialist,45500000.0
13843,4.0,92.7,3,6,Китай-город,3.0,walk,Басманный,specialist,58100000.0
13844,3.0,105.0,24,29,Сокол,15.0,walk,Аэропорт,agency,60935280.0
13845,3.0,86.6,2,16,ЗИЛ,15.0,walk,Даниловский,specialist,55800000.0
13846,3.0,114.4,4,23,Строгино,15.0,walk,Строгино,specialist,47499000.0
13847,2.0,40.0,10,14,Аэропорт Внуково,4.0,transport,Внуковское,specialist,14000000.0
13848,1.0,46.0,28,28,Технопарк,9.0,transport,Даниловский,specialist,26990000.0
13849,2.0,88.7,20,23,Говорово,11.0,walk,Солнцево,specialist,26250000.0
13850,4.0,170.82,20,20,Сокольники,12.0,walk,Сокольники,agency,147680046.0
13851,2.0,54.6,6,7,Щукинская,18.0,walk,Щукино,agency,25000000.0
13852,1.0,35.0,5,30,Дубровка,4.0,walk,Южнопортовый,specialist,17900000.0
13853,2.0,53.3,6,18,Бабушкинская,4.0,transport,Южное Медведково,agency,17578340.0
13854,0.0,24.1,2,31,Новопеределкино,4.0,walk,Ново-Переделкино,agency,12631232.0
13855,3.0,112.5,37,43,Крылатское,18.0,walk,Крылатское,agency,109528875.0
13856,2.0,68.6,8,12,Сокольники,10.0,walk,Сокольники,agency,37249800.0
13857,2.0,43.7,1,5,Бульвар Рокоссовского,12.0,walk,Преображенское,agency,11215000.0
13858,2.0,52.5,15,18,Ольховая,7.0,transport,Сосенское,agency,18879094.0
13859,1.0,43.0,2,5,Давыдково,16.0,walk,Фили-Давыдково,specialist,18000000.0
13860,3.0,114.7,5,14,Аэропорт,14.0,walk,Хорошевский,agency,73304770.0
13861,1.0,36.6,31,32,Курьяново,8.0,walk,Марьино,specialist,18400000.0
13862,3.0,105.1,5,15,Ломоносовский проспект,8.0,walk,Раменки,agency,173415000.0
13863,3.0,78.6,3,9,Кокошкино,17.0,walk,Кокошкино,agency,19886272.0
13864,3.0,60.5,2,9,Ясенево,15.0,walk,Ясенево,specialist,19500000.0
13865,3.0,105.0,21,38,Ростокино,11.0,walk,Ростокино,specialist,49000000.0
13866,3.0,142.7,10,19,Новослободская,3.0,walk,Тверской,agency,217745930.0
13867,2.0,49.39,19,30,Стахановская,15.0,walk,Нижегородский,agency,19940649.0
13868,0.0,37.4,13,24,Кунцевская,9.0,walk,Фили-Давыдково,specialist,32100000.0
13869,2.0,50.9,12,14,Академическая,13.0,walk,Академический,specialist,24200000.0
13870,3.0,79.63,9,10,Трикотажная,8.0,walk,Покровское-Стрешнево,agency,34214614.0
13871,3.0,77.0,14,15,Молжаниново,19.0,walk,Молжаниновский,specialist,20000000.0
13872,3.0,80.0,11,12,Зябликово,12.0,walk,Орехово-Борисово Южное,specialist,25000000.0
13873,3.0,54.0,3,9,Кунцевская,6.0,transport,Можайский,specialist,14800000.0
13874,1.0,35.5,3,33,Нагатинская,6.0,transport,Нагатино-Садовники,specialist,18700000.0
13875,5.0,181.0,3,7,Баррикадная,19.0,walk,Пресненский,agency,286720000.0
13876,3.0,108.6,11,11,Фили,4.0,transport,Филевский парк,agency,112803460.0
13877,3.0,60.2,1,9,Медведково,6.0,transport,Бибирево,agency,17500000.0
13878,0.0,31.7,13,18,Терехово ,5.0,transport,Хорошево-Мневники,agency,28276400.0
13879,6.0,485.8,11,15,Зюзино,14.0,walk,Черемушки,agency,218000000.0
13880,1.0,39.0,11,14,Электрозаводская,14.0,walk,Басманный,agency,17346781.0
13881,3.0,69.9,37,45,Шелепиха,17.0,walk,Хорошево-Мневники,agency,49900000.0
13882,2.0,51.0,12,12,Багратионовская,13.0,walk,Филевский парк,agency,21800000.0
13883,3.0,172.7,7,10,Парк Культуры,4.0,transport,Хамовники,agency,619500000.0
13884,4.0,33.0,3,5,Волжская,16.0,walk,Текстильщики,owner,4000000.0
13885,3.0,75.0,10,24,Белорусская,11.0,walk,Пресненский,specialist,65000000.0
13886,3.0,61.0,16,28,Озёрная,8.0,walk,Очаково-Матвеевское,specialist,25500000.0
13887,3.0,55.6,9,9,Бунинская аллея,13.0,transport,Рязановское,owner,13250000.0
13888,2.0,57.0,11,35,Хорошёво,20.0,walk,Хорошево-Мневники,specialist,34000000.0
13889,2.0,42.9,2,9,Медведково,4.0,transport,Лосиноостровский,agency,10937000.0
13890,0.0,27.7,8,32,Стахановская,4.0,walk,Рязанский,specialist,12900000.0
13891,0.0,16.0,4,12,Зюзино,14.0,walk,Черемушки,specialist,5850000.0
13892,0.0,29.6,20,21,Волгоградский проспект,20.0,walk,Нижегородский,agency,11474647.0
13893,2.0,75.5,9,33,Народное Ополчение,12.0,walk,Хорошево-Мневники,specialist,54000000.0
13894,5.0,304.2,6,8,Новокузнецкая,11.0,walk,Якиманка,agency,512042551.0
13895,3.0,64.1,12,20,Павелецкая,8.0,walk,Замоскворечье,specialist,35400000.0
13896,4.0,94.2,25,30,Озёрная,5.0,walk,Очаково-Матвеевское,agency,57590000.0
13897,3.0,68.3,3,5,Апрелевка,20.0,transport,Новофёдоровское,specialist,16000000.0
13898,2.0,41.7,1,8,Панфиловская,5.0,walk,Сокол,agency,15500000.0
13899,1.0,34.3,10,18,Корниловская,16.0,walk,Мосрентген,agency,16011240.0
13900,2.0,54.2,6,17,Аэропорт Внуково,20.0,walk,Внуково,owner,15950000.0
13901,2.0,52.5,39,44,Тушинская,8.0,transport,Покровское-Стрешнево,agency,23617965.0
13902,3.0,107.8,4,4,Таганская,10.0,walk,Таганский,agency,185712000.0
13903,1.0,38.4,5,12,Перово,14.0,walk,Перово,specialist,14000000.0
13904,4.0,125.6,20,49,Кутузовская,18.0,walk,Раменки,agency,94642740.0
13905,1.0,39.0,13,29,Андроновка,16.0,walk,Нижегородский,agency,20188134.0
13906,0.0,19.0,4,5,Бабушкинская,10.0,walk,Бабушкинский,specialist,5415000.0
13907,1.0,40.4,5,30,Войковская,18.0,walk,Щукино,specialist,19500000.0
13908,1.0,36.7,19,20,Филатов Луг,10.0,transport,Московский,agency,14109111.0
13909,2.0,53.3,13,25,Сходненская,12.0,walk,Северное Тушино,specialist,22200000.0
13910,0.0,26.7,2,25,Саларьево,3.0,transport,Московский,agency,14948262.0
13911,2.0,60.2,10,16,Коптево,7.0,walk,Коптево,agency,26000000.0
13912,0.0,23.69,7,20,Калитники,11.0,walk,Нижегородский,specialist,10494494.0
13913,3.0,136.4,4,17,Воробьёвы горы,11.0,walk,Хамовники,agency,251204000.0
13914,2.0,81.0,8,16,Автозаводская,11.0,walk,Даниловский,specialist,49900000.0
13915,0.0,30.0,4,4,Семёновская,6.0,walk,Соколиная гора,specialist,9999999.0
13916,2.0,44.4,7,14,Люблино,1.0,walk,Люблино,specialist,16300000.0
13917,3.0,71.3,12,14,Бутово,11.0,walk,Южное Бутово,specialist,18300000.0
13918,0.0,26.8,19,59,Трикотажная,9.0,walk,Покровское-Стрешнево,agency,17008435.0
13919,0.0,17.0,1,5,Кузьминки,5.0,transport,Выхино-Жулебино,specialist,3000000.0
13920,3.0,115.5,3,5,Арбатская,5.0,walk,Арбат,specialist,85000000.0
13921,1.0,38.0,10,19,Некрасовка,9.0,walk,Некрасовка,specialist,11800000.0
13922,0.0,32.0,3,14,Серпуховская,6.0,walk,Замоскворечье,specialist,21990000.0
13923,1.0,43.8,21,26,Семёновская,4.0,transport,Соколиная гора,agency,20256624.0
13924,2.0,69.1,24,25,Петровский Парк,17.0,walk,Савеловский,agency,41048440.0
13925,0.0,24.0,17,19,Бунинская аллея,5.0,transport,Сосенское,specialist,9999999.0
13926,1.0,41.6,39,49,Дмитровская,6.0,walk,Савеловский,specialist,26000000.0
13927,1.0,45.4,9,12,Бунинская аллея,14.0,transport,Рязановское,specialist,8900000.0
13928,2.0,110.0,4,11,Павелецкая,16.0,walk,Даниловский,agency,145574000.0
13929,1.0,38.9,9,16,Пражская,9.0,transport,Бирюлево Западное,specialist,13799994.0
13930,0.0,24.9,16,27,Фонвизинская,16.0,walk,Марфино,specialist,21000000.0
13931,3.0,58.7,6,10,Шаболовская,14.0,walk,Якиманка,specialist,28500000.0
13932,4.0,155.6,6,24,Матвеевская,19.0,walk,Очаково-Матвеевское,owner,75000000.0
13933,1.0,40.9,12,21,Чкаловская,2.0,walk,Басманный,specialist,32500000.0
13934,2.0,47.0,4,4,Цветной бульвар,9.0,walk,Тверской,specialist,35000000.0
13935,3.0,100.4,8,11,Раменки,10.0,walk,Раменки,specialist,65000000.0
13936,1.0,31.5,9,9,Новокузнецкая,12.0,walk,Замоскворечье,agency,21500000.0
13937,2.0,57.1,19,23,Каховская,6.0,walk,Зюзино,specialist,32000000.0
13938,1.0,37.7,8,25,Рассказовка,9.0,transport,Московский,specialist,13100000.0
13939,0.0,23.5,24,24,Грачёвская,13.0,walk,Западное Дегунино,agency,13113000.0
13940,3.0,66.6,37,41,Кутузовская,18.0,walk,Раменки,agency,50617545.0
13941,2.0,68.8,20,21,Чкаловская,2.0,walk,Басманный,agency,58575296.0
13942,3.0,83.7,36,42,Спартак,20.0,walk,Покровское-Стрешнево,agency,58305420.0
13943,4.0,138.2,36,41,Аэропорт,13.0,walk,Хорошевский,agency,165000000.0
13944,3.0,68.7,4,8,Маяковская,2.0,walk,Тверской,specialist,60000000.0
13945,1.0,45.7,5,40,ЗИЛ,8.0,walk,Даниловский,specialist,28800000.0
13946,4.0,178.0,27,32,Парк Победы,17.0,walk,Дорогомилово,specialist,204990000.0
13947,3.0,81.0,1,23,Рассказовка,4.0,transport,Внуковское,specialist,28720000.0
13948,3.0,119.6,2,21,Серпуховская,16.0,walk,Даниловский,agency,73040000.0
13949,5.0,106.2,2,5,Кропоткинская,5.0,walk,Арбат,specialist,75000000.0
13950,1.0,28.0,1,5,Ленинский проспект,14.0,walk,Донской,owner,6900000.0
13951,3.0,76.8,17,27,Черкизовская,11.0,walk,Гольяново,agency,28953600.0
13952,3.0,60.0,4,12,Площадь Ильича,9.0,walk,Таганский,specialist,24999999.0
13953,4.0,208.0,9,11,Павелецкая,16.0,walk,Даниловский,agency,295484800.0
13954,1.0,31.2,21,21,Чкаловская,2.0,walk,Басманный,agency,31200000.0
13955,0.0,33.2,8,23,Ботанический сад,10.0,walk,Ростокино,agency,23343720.0
13956,3.0,105.3,13,27,Калужская,4.0,walk,Обручевский,agency,55503630.0
13957,4.0,92.4,3,12,Бунинская аллея,6.0,walk,Южное Бутово,owner,25400000.0
13958,0.0,24.85,8,20,Преображенская площадь,17.0,walk,Преображенское,agency,11627315.0
13959,3.0,144.0,36,58,Ростокино,12.0,walk,Ростокино,agency,54500112.0
13960,2.0,54.9,8,9,Киевская,2.0,walk,Дорогомилово,specialist,30500000.0
13961,4.0,108.0,5,18,Шелепиха,8.0,walk,Пресненский,agency,74000000.0
13962,0.0,23.0,2,9,Бауманская,7.0,walk,Басманный,specialist,14000000.0
13963,1.0,35.0,5,12,Перово,6.0,walk,Новогиреево,specialist,14400000.0
13964,2.0,38.2,12,14,Калужская,4.0,transport,Коньково,specialist,15975000.0
13965,0.0,28.0,15,29,Аминьевская,4.0,walk,Очаково-Матвеевское,specialist,19050000.0
13966,2.0,47.0,9,12,Маяковская,5.0,walk,Тверской,agency,22950000.0
13967,1.0,36.0,10,17,Некрасовка,12.0,walk,Некрасовка,specialist,14500000.0
13968,4.0,101.3,18,19,Потапово,9.0,transport,Сосенское,agency,31322973.0
13969,3.0,75.0,4,5,Сухаревская,1.0,walk,Красносельский,specialist,37650000.0
13970,3.0,55.3,4,30,Дубровка,4.0,walk,Южнопортовый,specialist,23500000.0
13971,4.0,150.0,4,11,Парк Победы,10.0,walk,Дорогомилово,agency,225000000.0
13972,3.0,74.4,14,17,Некрасовка,12.0,walk,Некрасовка,agency,15627000.0
13973,3.0,72.1,13,31,Новопеределкино,4.0,walk,Ново-Переделкино,agency,30923270.0
13974,1.0,49.1,2,26,Речной вокзал,6.0,walk,Левобережный,agency,17538520.0
13975,2.0,59.8,2,47,Народное Ополчение,8.0,transport,Хорошево-Мневники,specialist,36400000.0
13976,1.0,33.0,3,9,Свиблово,11.0,transport,Ярославский,specialist,11700000.0
13977,5.0,154.0,2,7,Менделеевская,3.0,walk,Тверской,specialist,63800000.0
13978,3.0,75.9,14,17,Волоколамская,8.0,walk,Митино,specialist,26050000.0
13979,1.0,33.0,4,17,Потапово,6.0,transport,Сосенское,specialist,11290000.0
13980,4.0,133.79,14,87,Деловой центр,12.0,walk,Пресненский,agency,136841925.0
13981,1.0,39.75,6,15,Трикотажная,13.0,walk,Покровское-Стрешнево,agency,26387640.0
13982,0.0,25.2,13,31,Шоссе Энтузиастов,12.0,walk,Перово,agency,17524080.0
13983,2.0,62.14,2,9,Краснопресненская,4.0,walk,Пресненский,agency,131736800.0
13984,5.0,177.0,9,19,Терехово ,5.0,transport,Хорошево-Мневники,agency,124254000.0
13985,1.0,52.3,2,28,Римская,13.0,walk,Лефортово,agency,30496130.0
13986,1.0,33.2,4,11,Бунинская аллея,9.0,transport,Сосенское,agency,12057784.0
13987,1.0,31.9,4,9,Щёлковская,3.0,walk,Северное Измайлово,specialist,12100000.0
13988,1.0,44.4,10,25,Братиславская,20.0,walk,Люблино,specialist,19000000.0
13989,0.0,29.9,4,29,Аминьевская,4.0,walk,Раменки,agency,25116000.0
13990,0.0,19.2,5,20,Черкизовская,5.0,transport,Гольяново,agency,11061120.0
13991,4.0,103.7,30,44,Октябрьское поле,6.0,walk,Щукино,agency,49643783.0
13992,4.0,114.3,9,19,Кунцевская,9.0,transport,Можайский,specialist,58000000.0
13993,1.0,51.8,6,32,Грачёвская,7.0,walk,Ховрино,agency,18027799.0
13994,2.0,52.0,8,12,Новаторская,13.0,walk,Обручевский,agency,19200000.0
13995,1.0,49.2,12,41,Тульская,8.0,walk,Даниловский,agency,34218600.0
13996,1.0,43.0,8,9,Крёкшино,12.0,transport,Первомайское,owner,7650000.0
13997,4.0,116.1,5,5,Бутырская,7.0,walk,Бутырский,specialist,29950000.0
13998,4.0,112.4,13,15,Трикотажная,13.0,walk,Покровское-Стрешнево,agency,58015058.0
13999,4.0,94.0,19,36,Фили,4.0,walk,Филевский парк,specialist,48000000.0
14000,3.0,98.0,17,22,Ломоносовский проспект,15.0,walk,Раменки,specialist,52950000.0
14001,0.0,26.0,15,28,Хорошёво,19.0,walk,Хорошево-Мневники,agency,16660800.0
14002,1.0,45.6,3,57,Фили,6.0,walk,Филевский парк,agency,35449440.0
14003,1.0,36.8,9,16,Новогиреево,4.0,transport,Ивановское,specialist,13900000.0
14004,0.0,39.6,13,28,Нагатинская,6.0,walk,Нагатино-Садовники,agency,26680713.0
14005,4.0,259.7,8,10,Парк Культуры,4.0,transport,Хамовники,agency,874710000.0
14006,2.0,96.73,8,33,Белорусская,11.0,walk,Пресненский,agency,84451800.0
14007,4.0,134.8,23,24,Профсоюзная,11.0,walk,Ломоносовский,specialist,59990000.0
14008,1.0,53.3,2,21,Аминьевская,11.0,walk,Раменки,agency,60975200.0
14009,3.0,88.0,3,25,Сокол,3.0,walk,Аэропорт,specialist,39000000.0
14010,4.0,135.0,6,10,Поклонная,12.0,walk,Дорогомилово,specialist,180000000.0
14011,2.0,65.0,12,14,ЗИЛ,12.0,walk,Даниловский,agency,38000000.0
14012,3.0,84.0,6,9,Говорово,13.0,walk,Московский,specialist,27800000.0
14013,1.0,57.4,5,6,Новокузнецкая,10.0,walk,Замоскворечье,agency,93088000.0
14014,4.0,86.0,41,52,Матвеевская,6.0,transport,Раменки,specialist,59000000.0
14015,2.0,88.3,11,23,Аэропорт,14.0,walk,Хорошевский,agency,66631180.0
14016,0.0,29.0,20,28,Спартак,20.0,walk,Покровское-Стрешнево,agency,20648000.0
14017,3.0,110.0,27,44,Минская,13.0,walk,Раменки,specialist,78000000.0
14018,2.0,107.2,3,3,Народное Ополчение,6.0,transport,Хорошево-Мневники,agency,121460000.0
14019,0.0,54.1,6,10,Строгино,20.0,walk,Кунцево,agency,14000000.0
14020,0.0,29.9,10,12,Сокольники,10.0,walk,Сокольники,agency,22099090.0
14021,4.0,305.5,1,4,Китай-город,5.0,walk,Таганский,specialist,392000000.0
14022,1.0,33.8,13,16,Румянцево,14.0,walk,Мосрентген,owner,10700000.0
14023,1.0,34.7,2,12,Крымская,11.0,walk,Котловка,specialist,14500000.0
14024,3.0,96.4,5,14,Силикатная,11.0,walk,Рязановское,specialist,24900000.0
14025,5.0,120.0,9,17,Пятницкое шоссе,10.0,walk,Митино,owner,39000000.0
14026,2.0,50.2,3,29,Фонвизинская,20.0,walk,Марфино,agency,26505600.0
14027,1.0,33.5,6,17,Коммунарка,4.0,transport,Сосенское,specialist,12500000.0
14028,0.0,18.5,8,16,ВДНХ,10.0,transport,Ярославский,owner,6200000.0
14029,4.0,196.12,5,17,Третьяковская,4.0,walk,Якиманка,agency,525346644.0
14030,3.0,115.0,5,5,Тверская,10.0,walk,Пресненский,specialist,150000000.0
14031,3.0,68.0,2,8,Нахимовский проспект,4.0,transport,Нагатино-Садовники,specialist,16900000.0
14032,2.0,77.8,5,19,Филатов Луг,4.0,transport,Московский,agency,19080900.0
14033,4.0,254.0,7,10,Смоленская,9.0,walk,Арбат,specialist,450000000.0
14034,3.0,78.3,2,14,Павелецкая,6.0,walk,Замоскворечье,specialist,53000000.0
14035,3.0,95.8,6,17,ЗИЛ,13.0,walk,Даниловский,specialist,54000000.0
14036,1.0,46.5,10,32,Аминьевская,5.0,transport,Раменки,specialist,30000000.0
14037,3.0,70.6,13,16,Кузьминки,13.0,walk,Кузьминки,agency,27450000.0
14038,6.0,242.0,24,57,Сокол,10.0,walk,Хорошевский,specialist,275000000.0
14039,1.0,38.2,16,17,Рассказовка,3.0,transport,Внуковское,agency,14794978.0
14040,3.0,81.3,3,9,Нижегородская,12.0,walk,Нижегородский,specialist,25000000.0
14041,1.0,42.0,7,21,Трикотажная,4.0,transport,Покровское-Стрешнево,specialist,17400000.0
14042,2.0,72.62,26,28,Хорошёвская,15.0,walk,Хорошевский,agency,50107800.0
14043,0.0,26.8,6,20,Физтех,13.0,walk,Северный,specialist,8500000.0
14044,3.0,92.0,7,8,Павелецкая,13.0,walk,Даниловский,specialist,58000000.0
14045,1.0,48.84,23,35,Хорошёвская,15.0,walk,Хорошевский,agency,33992640.0
14046,4.0,146.3,2,7,Полянка,7.0,walk,Якиманка,specialist,190500000.0
14047,3.0,75.0,11,19,ЗИЛ,8.0,transport,Даниловский,specialist,33490000.0
14048,3.0,211.7,2,7,Арбатская,4.0,walk,Арбат,agency,529250000.0
14049,6.0,420.0,4,4,Чистые пруды,8.0,walk,Басманный,agency,300000000.0
14050,2.0,89.7,10,15,Раменки,14.0,walk,Раменки,agency,37620180.0
14051,2.0,79.8,12,24,Терехово ,6.0,transport,Хорошево-Мневники,agency,54184200.0
14052,1.0,41.3,12,13,ЗИЛ,7.0,transport,Даниловский,specialist,24990000.0
14053,3.0,88.0,6,12,Маяковская,5.0,walk,Тверской,specialist,82000000.0
14054,0.0,41.9,3,16,Автозаводская,4.0,walk,Даниловский,specialist,22300000.0
14055,3.0,53.6,8,26,Щукинская,8.0,walk,Щукино,agency,27990000.0
14056,2.0,105.0,4,11,Павелецкая,16.0,walk,Даниловский,agency,141393000.0
14057,0.0,24.8,9,26,Бутырская,10.0,walk,Марфино,specialist,16900000.0
14058,4.0,107.2,19,21,Шоссе Энтузиастов,17.0,walk,Соколиная гора,agency,53921600.0
14059,4.0,94.0,36,42,Нагорная,20.0,walk,Котловка,agency,42500000.0
14060,3.0,99.4,2,10,Технопарк,7.0,transport,Даниловский,specialist,59500000.0
14061,3.0,58.8,2,9,Новогиреево,18.0,walk,Вешняки,specialist,15999999.0
14062,2.0,42.8,9,9,Аэропорт Внуково,10.0,transport,Марушкинское,agency,12124384.0
14063,2.0,74.6,11,38,Белорусская,4.0,walk,Беговой,specialist,70900000.0
14064,1.0,62.9,10,13,Парк Победы,14.0,walk,Филевский парк,agency,31122600.0
14065,3.0,96.3,18,41,ЦСКА,13.0,walk,Хорошевский,agency,125000000.0
14066,2.0,65.49,27,70,Давыдково,5.0,transport,Можайский,agency,30449576.0
14067,1.0,36.08,5,13,Филатов Луг,13.0,transport,Филимонковское,agency,10584429.0
14068,1.0,55.9,27,46,Молодёжная,3.0,walk,Кунцево,agency,32120923.0
14069,2.0,53.2,9,59,Давыдково,16.0,walk,Можайский,agency,26453700.0
14070,2.0,46.3,26,30,Шелепиха,6.0,walk,Пресненский,agency,37500000.0
14071,1.0,45.8,14,19,Филатов Луг,10.0,transport,Московский,agency,16085941.0
14072,0.0,17.5,6,21,Калитники,11.0,walk,Нижегородский,specialist,7600000.0
14073,2.0,43.85,10,14,Минская,5.0,transport,Раменки,agency,33900000.0
14074,2.0,82.2,4,13,Терехово ,7.0,transport,Хорошево-Мневники,agency,83268600.0
14075,2.0,52.8,17,26,Черкизовская,5.0,transport,Гольяново,agency,19900320.0
14076,5.0,252.1,3,7,Смоленская,9.0,walk,Хамовники,specialist,379000000.0
14077,3.0,78.0,18,36,Белорусская,9.0,walk,Беговой,specialist,62500000.0
14078,2.0,53.4,6,17,Профсоюзная,9.0,walk,Черемушки,agency,22399217.0
14079,2.0,73.0,13,25,Аннино,6.0,walk,Чертаново Южное,specialist,26500000.0
14080,1.0,35.2,3,3,Апрелевка,23.0,transport,Новофёдоровское,agency,6450000.0
14081,0.0,33.9,10,38,Аминьевская,13.0,walk,Раменки,agency,30276090.0
14082,5.0,153.8,17,17,Бауманская,18.0,walk,Басманный,agency,80598522.0
14083,0.0,24.8,24,59,Давыдково,4.0,transport,Можайский,agency,16611040.0
14084,2.0,89.0,20,21,Технопарк,11.0,walk,Даниловский,specialist,62000000.0
14085,2.0,87.21,6,14,Давыдково,5.0,transport,Можайский,agency,50841860.0
14086,3.0,65.6,15,33,Молодёжная,10.0,walk,Кунцево,specialist,44800000.0
14087,3.0,100.3,27,46,Фили,11.0,walk,Дорогомилово,agency,135076386.0
14088,1.0,37.5,31,31,Бульвар Рокоссовского,4.0,walk,Богородское,specialist,21000000.0
14089,1.0,40.18,3,14,Давыдково,4.0,transport,Можайский,agency,31920507.0
14090,3.0,102.0,4,12,Шаболовская,7.0,walk,Якиманка,specialist,58999000.0
14091,2.0,52.0,2,14,Фрунзенская,13.0,walk,Хамовники,specialist,56400000.0
14092,2.0,38.2,11,12,Крымская,15.0,walk,Академический,agency,12584000.0
14093,3.0,77.0,12,16,Борисово,9.0,walk,Зябликово,agency,20600000.0
14094,1.0,40.0,13,13,Терехово ,12.0,walk,Хорошево-Мневники,specialist,24700000.0
